manufacturer_id,name,country,founded_year,number_of_employees,annual_revenue
5742,Eta Motors 5742,France,1911,34718,60.25
5743,Beta Motors 5743,Italy,1989,4895,46.68
5744,Eta Motors 5744,Brazil,1928,16675,70.7
5745,Eta Motors 5745,China,2013,16252,84.55
5746,Beta Motors 5746,India,1955,119,107.45
5747,Delta Motors 5747,Japan,1930,33519,148.17
5748,Gamma Motors 5748,UK,2018,49456,61.23
5749,Epsilon Motors 5749,UK,1963,32980,76.51
5750,Gamma Motors 5750,Italy,1994,1720,19.68
5751,Zeta Motors 5751,France,1990,19072,145.64
5752,Theta Motors 5752,Germany,1940,24175,118.98
5753,Beta Motors 5753,South Korea,1926,200,67.41
5754,Epsilon Motors 5754,Italy,1914,23865,60.78
5755,Beta Motors 5755,USA,2014,30757,135.25
5756,Theta Motors 5756,Japan,2008,25003,101.76
5757,Epsilon Motors 5757,Germany,1905,40774,105.94
5758,Alpha Motors 5758,Germany,2013,9097,122.11
5759,Zeta Motors 5759,India,1930,5558,4.16
5760,Beta Motors 5760,Italy,1916,24683,68.63
5761,Theta Motors 5761,UK,1901,44797,58.69
5762,Iota Motors 5762,India,2021,21044,86.81
5763,Epsilon Motors 5763,UK,1972,26417,131.58
5764,Iota Motors 5764,Italy,1991,37263,4.11
5765,Epsilon Motors 5765,Germany,1975,20052,43.64
5766,Kappa Motors 5766,Brazil,1972,23818,22.84
5767,Iota Motors 5767,UK,1921,20421,1.54
5768,Delta Motors 5768,Germany,1982,14744,43.33
5769,Gamma Motors 5769,Brazil,1923,30248,82.7
5770,Delta Motors 5770,India,1950,37431,118.0
5771,Alpha Motors 5771,China,1932,37472,72.46
5772,Epsilon Motors 5772,South Korea,2005,43497,47.1
5773,Epsilon Motors 5773,India,1926,16656,121.61
5774,Theta Motors 5774,France,1915,39275,51.31
5775,Iota Motors 5775,Italy,1941,20683,94.66
5776,Kappa Motors 5776,USA,1907,35422,43.63
5777,Zeta Motors 5777,Germany,1942,12574,148.58
5778,Iota Motors 5778,Germany,1933,42278,7.69
5779,Theta Motors 5779,Germany,1932,14127,74.83
5780,Iota Motors 5780,Brazil,1902,48252,144.72
5781,Gamma Motors 5781,South Korea,1993,42405,17.9
5782,Eta Motors 5782,USA,2019,19338,34.28
5783,Zeta Motors 5783,India,1923,19833,112.02
5784,Delta Motors 5784,Italy,1931,13136,60.09
5785,Gamma Motors 5785,China,1910,25798,104.11
5786,Beta Motors 5786,UK,1998,48191,127.0
5787,Alpha Motors 5787,China,1943,38936,27.85
5788,Gamma Motors 5788,Germany,1998,33944,33.83
5789,Beta Motors 5789,Brazil,1924,7692,66.59
5790,Zeta Motors 5790,China,1982,894,71.52
5791,Alpha Motors 5791,India,2016,106,29.6
5792,Alpha Motors 5792,China,1906,40195,11.67
5793,Alpha Motors 5793,USA,1925,44461,64.58
5794,Eta Motors 5794,Germany,1953,46776,115.73
5795,Zeta Motors 5795,South Korea,1924,17766,2.49
5796,Delta Motors 5796,Italy,2000,31123,35.56
5797,Zeta Motors 5797,Italy,1911,15941,118.89
5798,Theta Motors 5798,Japan,1942,29278,51.27
5799,Alpha Motors 5799,China,1977,43309,8.6
5800,Delta Motors 5800,France,1988,29279,55.01
5801,Delta Motors 5801,USA,1983,36234,47.11
5802,Beta Motors 5802,South Korea,2008,20346,23.77
5803,Theta Motors 5803,USA,1930,47188,92.39
5804,Zeta Motors 5804,Germany,1925,20034,70.22
5805,Epsilon Motors 5805,Brazil,1937,501,146.21
5806,Kappa Motors 5806,Brazil,1972,8321,138.49
5807,Kappa Motors 5807,Brazil,1942,1028,107.78
5808,Theta Motors 5808,France,2016,46907,83.78
5809,Alpha Motors 5809,Japan,2017,5141,69.85
5810,Delta Motors 5810,South Korea,1999,15632,80.27
5811,Epsilon Motors 5811,India,1935,13024,131.49
5812,Beta Motors 5812,Italy,1955,28905,143.98
5813,Delta Motors 5813,China,1977,49593,72.45
5814,Kappa Motors 5814,France,1984,17916,7.55
5815,Zeta Motors 5815,USA,1924,49923,50.0
5816,Zeta Motors 5816,Brazil,1928,11325,110.98
5817,Iota Motors 5817,Italy,2015,27128,46.13
5818,Eta Motors 5818,China,1967,30929,4.17
5819,Theta Motors 5819,Brazil,1903,28326,139.5
5820,Iota Motors 5820,Italy,2016,11451,101.64
5821,Epsilon Motors 5821,USA,1933,34712,25.28
5822,Gamma Motors 5822,UK,1918,42473,9.4
5823,Epsilon Motors 5823,UK,1920,29827,123.33
5824,Gamma Motors 5824,Japan,2013,16329,8.03
5825,Iota Motors 5825,France,1974,31592,108.89
5826,Kappa Motors 5826,India,1998,7952,85.89
5827,Epsilon Motors 5827,Italy,1945,31846,9.53
5828,Gamma Motors 5828,Italy,1944,40831,99.83
5829,Eta Motors 5829,Germany,1951,18040,137.37
5830,Delta Motors 5830,China,1941,27538,3.16
5831,Iota Motors 5831,USA,1919,23152,103.36
5832,Zeta Motors 5832,Japan,1936,21467,80.32
5833,Eta Motors 5833,Germany,1953,30614,19.32
5834,Alpha Motors 5834,Italy,1968,35877,87.51
5835,Gamma Motors 5835,Japan,1973,16860,64.57
5836,Delta Motors 5836,Germany,1954,33186,122.52
5837,Theta Motors 5837,UK,2002,40348,31.35
5838,Delta Motors 5838,China,1926,18882,69.22
5839,Eta Motors 5839,China,1954,11250,110.39
5840,Beta Motors 5840,India,1936,18928,143.61
5841,Beta Motors 5841,South Korea,2000,36616,50.14
5842,Alpha Motors 5842,Japan,1911,7001,88.78
5843,Zeta Motors 5843,Japan,1994,22804,46.04
5844,Delta Motors 5844,South Korea,1972,9593,88.9
5845,Iota Motors 5845,UK,1968,23692,49.77
5846,Epsilon Motors 5846,France,1910,3395,38.29
5847,Kappa Motors 5847,France,1975,44028,134.89
5848,Beta Motors 5848,South Korea,1958,17923,45.75
5849,Zeta Motors 5849,UK,1963,44560,67.03
5850,Zeta Motors 5850,France,2015,20064,110.65
5851,Epsilon Motors 5851,Brazil,1905,48094,142.25
5852,Alpha Motors 5852,UK,2011,5692,108.85
5853,Theta Motors 5853,South Korea,1944,27651,113.54
5854,Gamma Motors 5854,India,1909,42397,122.91
5855,Kappa Motors 5855,USA,1993,19464,60.64
5856,Alpha Motors 5856,Brazil,1930,39140,62.3
5857,Eta Motors 5857,Italy,1979,29136,41.43
5858,Epsilon Motors 5858,South Korea,1934,5299,107.94
5859,Alpha Motors 5859,USA,2015,38855,59.61
5860,Eta Motors 5860,Brazil,1976,21589,119.02
5861,Iota Motors 5861,India,1962,44981,5.94
5862,Beta Motors 5862,Brazil,1990,39974,130.36
5863,Epsilon Motors 5863,Brazil,2006,32804,112.41
5864,Iota Motors 5864,China,1986,43650,136.57
5865,Alpha Motors 5865,Germany,2013,10620,128.26
5866,Delta Motors 5866,Brazil,1929,41109,29.98
5867,Eta Motors 5867,Germany,1906,26186,33.76
5868,Delta Motors 5868,Italy,2013,41764,64.84
5869,Kappa Motors 5869,Japan,2013,40720,53.02
5870,Gamma Motors 5870,UK,2022,10507,119.3
5871,Iota Motors 5871,India,1931,25133,109.1
5872,Delta Motors 5872,France,1913,17699,20.75
5873,Beta Motors 5873,France,2003,16754,40.28
5874,Alpha Motors 5874,Italy,1967,2766,85.45
5875,Alpha Motors 5875,Brazil,1992,11939,98.56
5876,Beta Motors 5876,Brazil,1929,40819,124.27
5877,Theta Motors 5877,Italy,1900,7032,19.7
5878,Delta Motors 5878,Japan,1986,13398,99.79
5879,Eta Motors 5879,South Korea,1970,14160,125.52
5880,Delta Motors 5880,India,1987,41542,2.17
5881,Iota Motors 5881,Brazil,1995,24911,137.6
5882,Delta Motors 5882,Brazil,1966,19719,67.76
5883,Zeta Motors 5883,UK,1978,15673,32.34
5884,Iota Motors 5884,USA,1904,542,102.71
5885,Gamma Motors 5885,Germany,1904,36599,74.19
5886,Kappa Motors 5886,Japan,1900,44598,42.28
5887,Delta Motors 5887,France,1917,39564,65.09
5888,Iota Motors 5888,Germany,1988,5018,3.29
5889,Iota Motors 5889,Japan,1940,27730,22.5
5890,Gamma Motors 5890,France,2016,31632,127.44
5891,Delta Motors 5891,USA,1900,12814,35.21
5892,Epsilon Motors 5892,India,2022,9324,119.23
5893,Theta Motors 5893,South Korea,1992,31023,26.63
5894,Beta Motors 5894,India,1902,48854,14.66
5895,Beta Motors 5895,Brazil,2002,31567,85.5
5896,Beta Motors 5896,India,1940,27882,53.4
5897,Iota Motors 5897,India,1948,30236,66.23
5898,Theta Motors 5898,China,1938,47027,59.11
5899,Epsilon Motors 5899,Germany,1961,998,29.39
5900,Theta Motors 5900,USA,1957,25854,127.93
5901,Alpha Motors 5901,France,1908,46281,74.63
5902,Epsilon Motors 5902,Japan,1924,9399,46.44
5903,Alpha Motors 5903,Italy,1983,47880,66.75
5904,Epsilon Motors 5904,Brazil,2001,49526,74.38
5905,Alpha Motors 5905,South Korea,1936,30761,41.5
5906,Beta Motors 5906,Brazil,2007,12422,34.87
5907,Epsilon Motors 5907,China,1924,7305,58.13
5908,Epsilon Motors 5908,USA,1978,29536,145.46
5909,Epsilon Motors 5909,USA,2010,48063,66.06
5910,Gamma Motors 5910,Brazil,1973,38540,43.18
5911,Beta Motors 5911,UK,1920,39140,143.2
5912,Zeta Motors 5912,France,1985,14426,99.71
5913,Epsilon Motors 5913,USA,2001,31853,18.69
5914,Gamma Motors 5914,India,1903,41224,146.96
5915,Delta Motors 5915,UK,1980,14501,122.13
5916,Delta Motors 5916,France,1947,30608,107.49
5917,Alpha Motors 5917,Brazil,1906,26332,132.25
5918,Iota Motors 5918,UK,1922,31109,86.54
5919,Zeta Motors 5919,Italy,1928,43624,48.9
5920,Theta Motors 5920,Japan,1944,5562,119.4
5921,Eta Motors 5921,Germany,1947,49404,103.09
5922,Zeta Motors 5922,India,1940,31504,106.31
5923,Kappa Motors 5923,China,1915,15640,89.26
5924,Delta Motors 5924,Germany,1914,13115,68.44
5925,Epsilon Motors 5925,USA,1950,148,128.77
5926,Eta Motors 5926,USA,1996,23866,133.44
5927,Gamma Motors 5927,Japan,1971,32837,149.78
5928,Alpha Motors 5928,Germany,1991,45785,54.92
5929,Zeta Motors 5929,South Korea,1955,25161,136.8
5930,Eta Motors 5930,UK,1968,5192,97.06
5931,Beta Motors 5931,Germany,1947,26337,120.91
5932,Theta Motors 5932,Japan,1915,42785,25.48
5933,Zeta Motors 5933,Japan,1980,46174,32.61
5934,Iota Motors 5934,UK,1926,37703,19.01
5935,Eta Motors 5935,UK,1951,25320,135.5
5936,Kappa Motors 5936,USA,1941,19078,17.25
5937,Alpha Motors 5937,India,2014,42494,15.15
5938,Epsilon Motors 5938,India,2020,41844,63.81
5939,Epsilon Motors 5939,Germany,1913,36148,60.63
5940,Theta Motors 5940,USA,1972,23658,100.56
5941,Delta Motors 5941,China,1999,21451,11.66
5942,Kappa Motors 5942,Germany,1976,41164,73.49
5943,Theta Motors 5943,China,1979,29642,114.72
5944,Zeta Motors 5944,Italy,1959,4551,23.67
5945,Iota Motors 5945,China,1991,10831,46.98
5946,Theta Motors 5946,South Korea,1952,41935,129.95
5947,Gamma Motors 5947,France,1920,14402,20.51
5948,Beta Motors 5948,India,1944,17885,44.55
5949,Alpha Motors 5949,Italy,1961,24180,127.53
5950,Zeta Motors 5950,Italy,2009,43990,116.49
5951,Epsilon Motors 5951,Japan,1993,40835,5.37
5952,Gamma Motors 5952,USA,1914,28899,75.17
5953,Gamma Motors 5953,China,2011,5209,113.46
5954,Kappa Motors 5954,India,2013,5098,108.45
5955,Zeta Motors 5955,China,1951,852,126.18
5956,Delta Motors 5956,USA,1991,41487,34.33
5957,Epsilon Motors 5957,UK,1921,18737,88.61
5958,Theta Motors 5958,Brazil,1999,47893,77.72
5959,Delta Motors 5959,France,1921,4737,17.58
5960,Theta Motors 5960,Italy,1972,39659,88.46
5961,Theta Motors 5961,USA,1913,5475,121.94
5962,Iota Motors 5962,USA,1977,3243,55.56
5963,Zeta Motors 5963,China,1902,26359,76.97
5964,Alpha Motors 5964,Brazil,1941,40509,130.07
5965,Epsilon Motors 5965,South Korea,1917,41362,87.3
5966,Gamma Motors 5966,India,1975,38323,84.98
5967,Kappa Motors 5967,Japan,1921,40998,80.95
5968,Theta Motors 5968,Brazil,1953,45033,127.2
5969,Delta Motors 5969,Italy,2014,17711,118.79
5970,Gamma Motors 5970,France,1943,45622,122.06
5971,Kappa Motors 5971,India,1983,30694,80.58
5972,Eta Motors 5972,Brazil,2011,26775,80.73
5973,Delta Motors 5973,Brazil,1915,13583,49.47
5974,Eta Motors 5974,Brazil,1907,41110,112.36
5975,Zeta Motors 5975,South Korea,1951,33773,105.29
5976,Kappa Motors 5976,Germany,1984,40953,83.83
5977,Kappa Motors 5977,China,1918,1598,41.88
5978,Kappa Motors 5978,Italy,1970,29116,109.69
5979,Beta Motors 5979,France,1953,42687,144.93
5980,Theta Motors 5980,USA,1985,21528,66.89
5981,Theta Motors 5981,France,1988,13656,54.17
5982,Kappa Motors 5982,South Korea,2001,26944,138.54
5983,Theta Motors 5983,Brazil,1986,17416,95.57
5984,Beta Motors 5984,France,1988,21722,126.18
5985,Epsilon Motors 5985,France,2010,31095,69.41
5986,Theta Motors 5986,USA,1955,48613,130.24
5987,Zeta Motors 5987,India,1927,42843,16.62
5988,Theta Motors 5988,Germany,2013,29004,93.68
5989,Gamma Motors 5989,Germany,2001,44262,8.79
5990,Gamma Motors 5990,Japan,1976,15014,115.29
5991,Delta Motors 5991,Italy,1921,30820,75.23
5992,Eta Motors 5992,Italy,1989,35391,22.3
5993,Gamma Motors 5993,USA,2011,17619,77.11
5994,Beta Motors 5994,France,1904,29824,13.05
5995,Zeta Motors 5995,France,1931,24585,133.98
5996,Epsilon Motors 5996,Germany,1973,18090,30.65
5997,Eta Motors 5997,Brazil,1965,46575,107.01
5998,Delta Motors 5998,UK,1927,28769,62.6
5999,Beta Motors 5999,India,2013,14831,126.81
6000,Kappa Motors 6000,UK,1995,26528,144.83
6001,Eta Motors 6001,Brazil,1984,5701,13.21
6002,Alpha Motors 6002,USA,1970,25432,104.27
6003,Kappa Motors 6003,Germany,1936,45768,144.13
6004,Theta Motors 6004,Italy,1979,23973,56.81
6005,Kappa Motors 6005,UK,1950,19313,105.51
6006,Eta Motors 6006,Japan,1936,26886,31.72
6007,Delta Motors 6007,South Korea,2003,38753,47.29
6008,Kappa Motors 6008,USA,1996,12028,125.94
6009,Alpha Motors 6009,Germany,1932,45257,76.69
6010,Gamma Motors 6010,Japan,1991,40751,120.57
6011,Alpha Motors 6011,China,1983,44584,145.44
6012,Alpha Motors 6012,China,1932,32637,126.79
6013,Eta Motors 6013,Brazil,1981,4641,51.37
6014,Eta Motors 6014,India,1962,26911,71.13
6015,Kappa Motors 6015,China,1933,23068,59.08
6016,Gamma Motors 6016,Italy,1964,35301,131.8
6017,Beta Motors 6017,Brazil,1978,10564,133.39
6018,Alpha Motors 6018,Brazil,1900,28739,58.37
6019,Kappa Motors 6019,UK,1935,41708,120.05
6020,Alpha Motors 6020,UK,1997,9580,9.82
6021,Gamma Motors 6021,Germany,2010,25744,41.18
6022,Eta Motors 6022,France,1996,45458,143.16
6023,Zeta Motors 6023,South Korea,2011,48591,5.13
6024,Theta Motors 6024,Japan,1987,44211,114.14
6025,Delta Motors 6025,Italy,1941,20741,120.32
6026,Beta Motors 6026,UK,2018,37014,53.15
6027,Delta Motors 6027,China,1994,42228,37.76
6028,Alpha Motors 6028,France,2020,41738,139.82
6029,Theta Motors 6029,Italy,1951,974,22.53
6030,Epsilon Motors 6030,Germany,1969,13124,117.28
6031,Zeta Motors 6031,Japan,1998,19539,52.89
6032,Gamma Motors 6032,South Korea,1959,39612,71.62
6033,Beta Motors 6033,France,1960,30844,127.12
6034,Kappa Motors 6034,UK,1931,29405,124.57
6035,Epsilon Motors 6035,Germany,1982,34609,144.53
6036,Iota Motors 6036,Brazil,1920,49742,113.89
6037,Beta Motors 6037,Brazil,1962,10023,112.42
6038,Zeta Motors 6038,South Korea,1946,16718,85.91
6039,Zeta Motors 6039,UK,1942,33118,61.86
6040,Eta Motors 6040,Brazil,1949,46091,129.45
6041,Beta Motors 6041,Japan,1933,18371,149.57
6042,Beta Motors 6042,India,1944,46168,14.16
6043,Alpha Motors 6043,Brazil,1999,16502,7.24
6044,Zeta Motors 6044,India,1926,33875,10.31
6045,Kappa Motors 6045,Italy,1982,18683,144.49
6046,Epsilon Motors 6046,South Korea,1978,4375,55.38
6047,Zeta Motors 6047,Germany,1907,27752,139.31
6048,Iota Motors 6048,UK,1939,8020,34.34
6049,Gamma Motors 6049,South Korea,1948,48901,10.42
6050,Iota Motors 6050,UK,1998,29080,107.88
6051,Eta Motors 6051,Japan,2004,46467,94.06
6052,Delta Motors 6052,Germany,1928,2025,9.14
6053,Kappa Motors 6053,Italy,1956,11961,117.55
6054,Gamma Motors 6054,France,1932,29519,8.7
6055,Kappa Motors 6055,Brazil,1913,16185,32.88
6056,Theta Motors 6056,France,1989,3411,45.8
6057,Gamma Motors 6057,Japan,1994,14989,148.48
6058,Epsilon Motors 6058,France,1967,30060,30.36
6059,Eta Motors 6059,USA,1991,613,45.74
6060,Alpha Motors 6060,India,1949,1646,131.4
6061,Epsilon Motors 6061,France,2019,13773,71.1
6062,Delta Motors 6062,Brazil,1936,40694,137.9
6063,Alpha Motors 6063,France,2022,32233,76.0
6064,Alpha Motors 6064,China,1946,46513,3.91
6065,Gamma Motors 6065,USA,1938,40019,122.25
6066,Beta Motors 6066,India,1994,3474,119.08
6067,Iota Motors 6067,Japan,1981,24401,121.27
6068,Theta Motors 6068,China,1995,45567,27.07
6069,Delta Motors 6069,China,1927,24905,66.42
6070,Kappa Motors 6070,Japan,1913,33490,4.4
6071,Kappa Motors 6071,USA,1965,36348,20.6
6072,Beta Motors 6072,UK,1935,46566,76.13
6073,Alpha Motors 6073,China,1962,43696,113.04
6074,Zeta Motors 6074,UK,1917,17516,25.19
6075,Kappa Motors 6075,France,1979,14826,93.86
6076,Eta Motors 6076,Italy,1916,25414,93.55
6077,Alpha Motors 6077,Italy,1904,48582,4.4
6078,Gamma Motors 6078,China,1920,6405,60.76
6079,Delta Motors 6079,South Korea,1982,5768,110.62
6080,Kappa Motors 6080,South Korea,1940,49357,94.07
6081,Delta Motors 6081,Germany,1997,41811,66.38
6082,Epsilon Motors 6082,Japan,1979,41063,7.35
6083,Iota Motors 6083,Japan,1912,40344,44.12
6084,Gamma Motors 6084,Japan,2020,14236,117.17
6085,Kappa Motors 6085,India,1929,4072,37.58
6086,Iota Motors 6086,USA,1934,18798,74.17
6087,Zeta Motors 6087,UK,1907,6309,16.23
6088,Kappa Motors 6088,France,1982,20732,123.67
6089,Theta Motors 6089,Brazil,1919,24639,120.54
6090,Iota Motors 6090,South Korea,1965,19522,109.84
6091,Gamma Motors 6091,Italy,1914,7633,93.5
6092,Alpha Motors 6092,Japan,2018,38746,117.22
6093,Epsilon Motors 6093,Brazil,1951,25422,81.43
6094,Epsilon Motors 6094,India,1915,33384,58.64
6095,Alpha Motors 6095,USA,1988,24536,72.39
6096,Theta Motors 6096,South Korea,1964,12144,143.26
6097,Iota Motors 6097,Italy,1954,28202,64.37
6098,Beta Motors 6098,Germany,1993,30091,94.89
6099,Zeta Motors 6099,Italy,1959,14890,116.68
6100,Theta Motors 6100,India,2013,7021,123.22
6101,Alpha Motors 6101,India,1995,19942,110.45
6102,Beta Motors 6102,Brazil,1974,1321,137.66
6103,Delta Motors 6103,Japan,1957,30454,49.76
6104,Alpha Motors 6104,UK,2011,25903,24.59
6105,Eta Motors 6105,China,1924,16257,15.85
6106,Theta Motors 6106,Italy,1959,24896,68.52
6107,Eta Motors 6107,Japan,1940,10305,23.39
6108,Eta Motors 6108,Japan,2000,29545,128.95
6109,Delta Motors 6109,UK,2002,23418,29.59
6110,Kappa Motors 6110,UK,1959,7400,39.38
6111,Delta Motors 6111,India,1955,28344,7.29
6112,Eta Motors 6112,South Korea,1948,43687,44.48
6113,Theta Motors 6113,South Korea,1919,31942,104.12
6114,Iota Motors 6114,Italy,1985,23306,49.26
6115,Theta Motors 6115,India,1953,10922,114.95
6116,Beta Motors 6116,UK,1962,2442,96.99
6117,Iota Motors 6117,China,1920,3557,120.85
6118,Zeta Motors 6118,USA,1925,48200,138.73
6119,Delta Motors 6119,USA,1988,41748,92.35
6120,Gamma Motors 6120,UK,1912,31152,88.66
6121,Gamma Motors 6121,France,1959,18691,90.48
6122,Kappa Motors 6122,Japan,1967,19496,17.68
6123,Iota Motors 6123,Japan,1977,18722,79.09
6124,Alpha Motors 6124,Japan,1914,28332,74.76
6125,Theta Motors 6125,China,2019,44534,56.84
6126,Iota Motors 6126,Italy,1989,45142,99.28
6127,Theta Motors 6127,Germany,1996,6372,81.15
6128,Delta Motors 6128,Japan,1935,37111,133.31
6129,Iota Motors 6129,USA,1977,18130,66.55
6130,Epsilon Motors 6130,Japan,1901,1985,98.65
6131,Iota Motors 6131,UK,2012,9028,83.24
6132,Zeta Motors 6132,Italy,1928,17475,66.32
6133,Gamma Motors 6133,Germany,1937,16757,21.4
6134,Epsilon Motors 6134,Japan,1926,25096,15.79
6135,Kappa Motors 6135,China,1941,42462,56.65
6136,Iota Motors 6136,Italy,1988,35112,145.67
6137,Alpha Motors 6137,South Korea,1936,12608,147.57
6138,Kappa Motors 6138,India,1937,23338,89.52
6139,Eta Motors 6139,UK,2012,18172,53.66
6140,Beta Motors 6140,France,2022,1981,122.93
6141,Epsilon Motors 6141,India,2004,47808,129.05
6142,Gamma Motors 6142,Italy,1912,29152,145.3
6143,Zeta Motors 6143,Japan,1989,44528,35.74
6144,Kappa Motors 6144,Brazil,1993,38555,69.33
6145,Alpha Motors 6145,South Korea,1953,21687,27.49
6146,Delta Motors 6146,UK,1955,24712,22.79
6147,Zeta Motors 6147,Germany,2022,22683,17.33
6148,Theta Motors 6148,South Korea,1913,877,35.47
6149,Kappa Motors 6149,USA,1942,35991,35.2
6150,Delta Motors 6150,China,1903,14330,85.58
6151,Iota Motors 6151,France,1916,44593,23.65
6152,Beta Motors 6152,China,2011,19144,77.71
6153,Kappa Motors 6153,India,1919,15894,118.97
6154,Eta Motors 6154,Japan,1900,41746,136.65
6155,Beta Motors 6155,Brazil,1904,42406,40.7
6156,Beta Motors 6156,South Korea,1925,12722,133.64
6157,Gamma Motors 6157,USA,2002,15871,113.21
6158,Theta Motors 6158,India,1904,6182,124.15
6159,Beta Motors 6159,Germany,1917,41398,32.44
6160,Theta Motors 6160,South Korea,1960,43130,24.64
6161,Beta Motors 6161,France,2004,17419,73.14
6162,Kappa Motors 6162,Brazil,1944,30434,122.77
6163,Theta Motors 6163,USA,1909,27565,44.7
6164,Zeta Motors 6164,Italy,1928,13514,104.22
6165,Zeta Motors 6165,India,1927,41766,78.53
6166,Zeta Motors 6166,Italy,1921,43306,78.44
6167,Alpha Motors 6167,South Korea,1900,6364,124.9
6168,Alpha Motors 6168,UK,1940,40531,103.95
6169,Theta Motors 6169,USA,2021,49412,105.01
6170,Kappa Motors 6170,USA,1903,6702,43.76
6171,Alpha Motors 6171,Brazil,1983,29477,33.87
6172,Epsilon Motors 6172,Germany,1978,10437,135.53
6173,Gamma Motors 6173,India,2011,36853,31.37
6174,Kappa Motors 6174,South Korea,1987,41971,76.91
6175,Eta Motors 6175,Brazil,1975,27363,76.94
6176,Beta Motors 6176,Japan,2012,33015,133.37
6177,Gamma Motors 6177,France,1966,7963,51.94
6178,Kappa Motors 6178,Brazil,1937,5143,46.85
6179,Zeta Motors 6179,Italy,1948,2403,126.83
6180,Kappa Motors 6180,Brazil,1929,7296,121.98
6181,Zeta Motors 6181,Italy,2009,34120,116.39
6182,Alpha Motors 6182,South Korea,1992,12045,89.09
6183,Delta Motors 6183,South Korea,1925,46131,14.92
6184,Epsilon Motors 6184,France,2018,25323,144.21
6185,Zeta Motors 6185,India,1946,26941,133.3
6186,Zeta Motors 6186,China,1987,23795,147.39
6187,Theta Motors 6187,UK,1904,42925,126.89
6188,Delta Motors 6188,India,1965,3405,19.38
6189,Beta Motors 6189,UK,1937,15719,109.52
6190,Zeta Motors 6190,UK,1924,26472,128.32
6191,Theta Motors 6191,France,2018,36585,12.06
6192,Eta Motors 6192,Japan,1900,31118,123.43
6193,Delta Motors 6193,Germany,2010,33268,97.08
6194,Eta Motors 6194,Brazil,2020,2118,28.17
6195,Alpha Motors 6195,Italy,2013,13617,14.01
6196,Epsilon Motors 6196,Germany,1900,11236,138.96
6197,Epsilon Motors 6197,Germany,1935,41591,26.3
6198,Zeta Motors 6198,China,1940,15360,70.66
6199,Delta Motors 6199,China,1942,48283,75.83
6200,Beta Motors 6200,Japan,1911,41782,98.29
6201,Kappa Motors 6201,Brazil,1923,39768,70.64
6202,Epsilon Motors 6202,USA,1993,11366,81.88
6203,Epsilon Motors 6203,South Korea,2021,21059,43.93
6204,Gamma Motors 6204,South Korea,1981,49139,112.48
6205,Epsilon Motors 6205,Italy,2019,35320,75.31
6206,Eta Motors 6206,Brazil,2002,31033,64.29
6207,Theta Motors 6207,Brazil,1988,16129,64.41
6208,Epsilon Motors 6208,China,1943,11396,4.43
6209,Gamma Motors 6209,USA,1962,10460,101.45
6210,Kappa Motors 6210,South Korea,1941,35027,8.21
6211,Theta Motors 6211,Germany,1903,45689,132.87
6212,Epsilon Motors 6212,Japan,1953,34835,128.13
6213,Kappa Motors 6213,USA,1972,23548,74.04
6214,Zeta Motors 6214,USA,1971,21913,94.74
6215,Zeta Motors 6215,Germany,1919,15664,36.25
6216,Kappa Motors 6216,Japan,1926,36634,133.88
6217,Delta Motors 6217,Italy,2010,2724,97.83
6218,Kappa Motors 6218,USA,2000,16341,132.05
6219,Zeta Motors 6219,Germany,1996,45306,77.11
6220,Epsilon Motors 6220,Germany,1936,4472,47.57
6221,Epsilon Motors 6221,France,1959,41712,45.69
6222,Epsilon Motors 6222,Germany,1904,39699,11.04
6223,Alpha Motors 6223,UK,1907,38172,88.92
6224,Delta Motors 6224,UK,1933,35097,75.51
6225,Gamma Motors 6225,Germany,2021,24793,18.28
6226,Kappa Motors 6226,India,1926,40303,86.19
6227,Zeta Motors 6227,Italy,1942,1979,145.11
6228,Zeta Motors 6228,Germany,1927,23385,134.35
6229,Alpha Motors 6229,South Korea,1979,9313,35.34
6230,Delta Motors 6230,Italy,2003,7605,51.41
6231,Eta Motors 6231,Germany,2005,9254,102.17
6232,Kappa Motors 6232,South Korea,1910,27514,11.08
6233,Theta Motors 6233,Germany,1909,38716,65.94
6234,Kappa Motors 6234,India,1924,43959,26.12
6235,Zeta Motors 6235,China,2020,46582,27.04
6236,Epsilon Motors 6236,Japan,2008,33501,66.77
6237,Gamma Motors 6237,Italy,1926,34031,41.35
6238,Delta Motors 6238,Brazil,1974,6032,133.12
6239,Epsilon Motors 6239,India,1991,23550,87.43
6240,Alpha Motors 6240,India,1999,27216,66.96
6241,Delta Motors 6241,France,1966,42422,38.36
6242,Iota Motors 6242,Japan,1933,15254,50.29
6243,Theta Motors 6243,UK,1950,44384,84.05
6244,Alpha Motors 6244,India,1976,38639,71.83
6245,Zeta Motors 6245,UK,2000,17222,79.19
6246,Epsilon Motors 6246,Italy,1953,36479,112.16
6247,Alpha Motors 6247,UK,1987,7828,62.1
6248,Alpha Motors 6248,Brazil,1936,20976,12.6
6249,Gamma Motors 6249,China,1941,48359,33.57
6250,Theta Motors 6250,Italy,2006,2400,43.44
6251,Alpha Motors 6251,China,2021,9375,96.95
6252,Beta Motors 6252,France,1958,35725,90.12
6253,Gamma Motors 6253,China,1907,21945,139.71
6254,Gamma Motors 6254,Germany,1916,36973,137.96
6255,Eta Motors 6255,China,1943,22440,65.69
6256,Alpha Motors 6256,Brazil,1905,13389,20.55
6257,Theta Motors 6257,France,1965,40634,53.26
